date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:08:28	4166/4166	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Sep%202022%2021:08:28%20GMT	https://g1.globo.com/mundo/noticia/2022/09/19/latest/	C:/Meus%20Sites/wdadadad/g1.globo.com/mundo/noticia/2022/09/19/latest/index.html	(from https://p.glbimg.com/api/stable/api.min.js)
18:08:28	2017/2017	---M--	200	added ('OK')	image/png	etag:%2262bc6030-7e1%22	https://s.glbimg.com/gl/ba/img/images-large-s546941f7e6.png	C:/Meus%20Sites/wdadadad/s.glbimg.com/gl/ba/img/images-large-s546941f7e6.png	(from https://s.glbimg.com/gl/ba/css/barra-globocom.min.css)
18:08:29	3097/3097	---M-Z	200	added ('OK')	application/x-javascript	etag:%2240a4d1f824c8e58de973b1a1580e7919%22	http://connect.facebook.net/en_US/all.js	C:/Meus%20Sites/wdadadad/connect.facebook.net/en_US/all.js	(from https://s.glbimg.com/gl/ba/js/barra-globocom.min.js)
18:08:29	2700/2700	---M--	200	added ('OK')	image/png	etag:%22620d63e6-a8c%22	https://s.glbimg.com/gl/ba/img/logged_user_placeholder.png	C:/Meus%20Sites/wdadadad/s.glbimg.com/gl/ba/img/logged_user_placeholder.png	(from https://s.glbimg.com/gl/ba/js/barra-globocom.min.js)
18:08:30	10/10	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Sep%202022%2021:08:30%20GMT	http://tags.globo.com/robots.txt		(from http://tags.globo.com/utag/globo/g1/prod/utag.js)
18:08:31	1209475/1209475	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Sep%202022%2021:08:30%20GMT	https://g1.globo.com/mundo/noticia/2022/09/19/capela-de-sao-jorge-a-ultima-morada-da-rainha-elizabeth-ii.ghtml?utm_source=facebook&utm_medium=share-bar-desktop&utm_campaign=materias	C:/Meus%20Sites/wdadadad/g1.globo.com/mundo/noticia/2022/09/19/capela-de-sao-jorge-a-ultima-morada-da-rainha-elizabeth-ii93b4.html	(from https://g1.globo.com/mundo/noticia/2022/09/19/capela-de-sao-jorge-a-ultima-morada-da-rainha-elizabeth-ii.ghtml)
18:08:36	144226/144226	---M--	200	added ('OK')	image/jpeg	etag:%2224002c638cfebc07029f7ef71331d5e1ca22c2ac%22	https://s2.glbimg.com/67ENaaVyD7gxT2XUB5s-awKy43Q=/0x0:1060x631/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2018/Q/B/SnecNxR3CjIrBpndpNAg/st-george1.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/67ENaaVyD7gxT2XUB5s-awKy43Q=/0x0_1060x631/984x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2018/Q/B/SnecNxR3CjIrBpndpNA/st-george1.a8.delaye	(from https://g1.globo.com/mundo/noticia/2022/09/19/capela-de-sao-jorge-a-ultima-morada-da-rainha-elizabeth-ii.ghtml)
18:08:40	215425/215425	---M--	200	added ('OK')	image/jpeg	etag:%226a6dc63c050097146d59edfd26f4ef5cbaf3317b%22	https://s2.glbimg.com/PgHcpfFsl6nj8ki31s5-8JHi5Vw=/0x0:2630x3500/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2018/b/V/NOwMARSoOLJg0bUsAQ6A/vestido-meghan.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/PgHcpfFsl6nj8ki31s5-8JHi5Vw=/0x0_2630x3500/984x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2018/b/V/NOwMARSoOLJg0bU/vestido-meghan.a9.delay	(from https://g1.globo.com/mundo/noticia/2022/09/19/capela-de-sao-jorge-a-ultima-morada-da-rainha-elizabeth-ii.ghtml)
18:08:40	162424/162424	---M--	200	added ('OK')	image/jpeg	etag:%2201bb36f5e85ad179a99c9840ce6f0373a647605c%22	https://s2.glbimg.com/kCnpZI47zKjF9w6bzAk5jTAGvcE=/0x0:3500x2123/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2018/R/m/lvNGVlTsmS2rKZi0QaSA/2018-05-19t140258z-490963043-rc1845d3e410-rtrmadp-3-britain-royals.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/kCnpZI47zKjF9w6bzAk5jTAGvcE=/0x0_3500x2123/984x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2018/R/m/lvNGVlTsmS2rKZi/2018-05-19t140258z-4909	(from https://g1.globo.com/mundo/noticia/2022/09/19/capela-de-sao-jorge-a-ultima-morada-da-rainha-elizabeth-ii.ghtml)
18:08:40	18696/18696	---M--	200	added ('OK')	image/jpeg	etag:b4007930871c33ffd8853d5962e0376c1b0f80c7	https://s02.video.glbimg.com/x240/10946769.jpg	C:/Meus%20Sites/wdadadad/s02.video.glbimg.com/x240/10946769_x240.jpg	(from https://g1.globo.com/mundo/noticia/2022/09/19/funeral-rainha-elizabeth-ii-biden-lideres.ghtml)
18:08:42	1615/1615	---M--	200	added ('OK')	image/jpeg	etag:%22b60dae8528aa695fe5abd668eb31414164e05bde%22	https://s2.glbimg.com/N_tlLSNKeW-4BeBV-W2BSppZ3N8=/48x48/smart/filters:strip_icc()/s2.glbimg.com/JInmNEuQ1XuvpzCoVX926PPggkk%3D/200x0/filters%3Aquality(70)/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2016/I/7/WLv6J7Tr2soveXjEP66g/dw-150x150.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/N_tlLSNKeW-4BeBV-W2BSppZ3N8=/48x48/smart/filters_strip_icc()/s2.glbimg.com/JInmNEuQ1XuvpzCoVX926PPggkk=/200x0/filters_quality(70)/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670/dw-150x150.a5.delaye	(from https://g1.globo.com/mundo/noticia/2022/09/19/capela-de-sao-jorge-a-ultima-morada-da-rainha-elizabeth-ii.ghtml)
18:08:43	89106/89106	---M--	200	added ('OK')	image/jpeg	etag:%22d5c35570aadb00a0d1f20fd569a329f30a7f6b09%22	https://s2.glbimg.com/QSCgKJl1mQR4aGiOdEq-Uu90NUs=/0x0:4321x2881/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/x/1/D9hSxAQ4iqj5c7LF32hg/2022-09-19t091733z-1815323397-rc29kw9ekt2p-rtrmadp-3-britain-royals-queen.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/QSCgKJl1mQR4aGiOdEq-Uu90NUs=/0x0_4321x2881/984x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/x/1/D9hSxAQ4iqj5c7L/2022-09-19t091733z-1815	(from https://g1.globo.com/mundo/noticia/2022/09/19/funeral-rainha-elizabeth-ii-biden-lideres.ghtml)
18:08:44	1209475/1209475	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Sep%202022%2021:08:31%20GMT	https://g1.globo.com/mundo/noticia/2022/09/19/capela-de-sao-jorge-a-ultima-morada-da-rainha-elizabeth-ii.ghtml?utm_source=linkedin&utm_medium=share-bar-desktop&utm_campaign=materias	C:/Meus%20Sites/wdadadad/g1.globo.com/mundo/noticia/2022/09/19/capela-de-sao-jorge-a-ultima-morada-da-rainha-elizabeth-ii8c3b.html	(from https://g1.globo.com/mundo/noticia/2022/09/19/capela-de-sao-jorge-a-ultima-morada-da-rainha-elizabeth-ii.ghtml)
18:08:47	173042/173042	---M--	200	added ('OK')	image/jpeg	etag:%2243f7f4da0e2c7492b083fe013bdae92b95bf4da3%22	https://s2.glbimg.com/d_yKTUF_YmB6R2_nNYx7oP1Rv0E=/0x0:7768x5096/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/B/C/VC3hAJSpSV0ZLrRRhCTg/2022-09-19t091742z-1207551030-rc29kw9dabli-rtrmadp-3-britain-royals-queen.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/d_yKTUF_YmB6R2_nNYx7oP1Rv0E=/0x0_7768x5096/984x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/B/C/VC3hAJSpSV0ZLrR/2022-09-19t091742z-1207	(from https://g1.globo.com/mundo/noticia/2022/09/19/funeral-rainha-elizabeth-ii-biden-lideres.ghtml)
18:08:47	126177/126177	---M--	200	added ('OK')	image/jpeg	etag:%2285161eda1e9484acbfe51114014bcd562d8246c6%22	https://s2.glbimg.com/u0Wpxp0UMH7VqqNSR6o8-2jH7Yk=/0x0:6000x4000/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/R/k/6Wp4QRT1OlgC3aWd5Uvw/2022-09-19t092319z-1195938821-rc29kw9pkvm3-rtrmadp-3-britain-royals-queen.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/u0Wpxp0UMH7VqqNSR6o8-2jH7Yk=/0x0_6000x4000/984x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/R/k/6Wp4QRT1OlgC3aW/2022-09-19t092319z-1195	(from https://g1.globo.com/mundo/noticia/2022/09/19/funeral-rainha-elizabeth-ii-biden-lideres.ghtml)
18:08:49	151361/151361	---M--	200	added ('OK')	image/jpeg	etag:%22a9586181a5ba479481bf146f5a644be0f951d11f%22	https://s2.glbimg.com/6dr1lgwOX2WBWSlRX_D3hYlKPb0=/0x0:3723x2482/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/u/D/f1B03LSPKnWczodBvlrQ/000-32jn7n2.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/6dr1lgwOX2WBWSlRX_D3hYlKPb0=/0x0_3723x2482/984x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/u/D/f1B03LSPKnWczodBv/000-32jn7n2.b1.delaye	(from https://g1.globo.com/mundo/noticia/2022/09/19/funeral-rainha-elizabeth-ii-biden-lideres.ghtml)
18:08:50	86192/86192	---M--	200	added ('OK')	image/jpeg	etag:%22665f55ec6f50d31455d4be1acf6aacbda9e4653e%22	https://s2.glbimg.com/sla3MFCEyIJu5GhZjKrdabzIpQI=/0x0:3227x2151/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/D/a/tjxogOSsievUZX9zO7sQ/000-32jm9d7.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/sla3MFCEyIJu5GhZjKrdabzIpQI=/0x0_3227x2151/984x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/D/a/tjxogOSsievUZX9zO/000-32jm9d7.b2.delaye	(from https://g1.globo.com/mundo/noticia/2022/09/19/funeral-rainha-elizabeth-ii-biden-lideres.ghtml)
18:08:50	215180/215180	---M--	200	added ('OK')	image/jpeg	etag:%22fc02d00a9e43e833373615ba610effacd3cfe418%22	https://s2.glbimg.com/4Hwlp45hDAyiQy0-qkxus-FWJWE=/0x0:8016x5256/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/L/i/CMSGUfRxyErAUkBdD3Kg/2022-09-19t093505z-2110544214-rc29kw9bn1tq-rtrmadp-3-britain-royals-queen.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/4Hwlp45hDAyiQy0-qkxus-FWJWE=/0x0_8016x5256/984x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/L/i/CMSGUfRxyErAUkB/2022-09-19t093505z-2110	(from https://g1.globo.com/mundo/noticia/2022/09/19/funeral-rainha-elizabeth-ii-biden-lideres.ghtml)
18:08:50	160473/160473	---M--	200	added ('OK')	image/jpeg	etag:%227578ece27bfaed3cf3ff9a6fd7f6cc1555066bda%22	https://s2.glbimg.com/OfiFtcw8NLPhiFmYFWBwcMNxvs0=/0x0:6000x4000/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/x/C/WAlPoTRVGqAmArU3DjxA/000-32jn88g.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/OfiFtcw8NLPhiFmYFWBwcMNxvs0=/0x0_6000x4000/984x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/x/C/WAlPoTRVGqAmArU3D/000-32jn88g.b3.delaye	(from https://g1.globo.com/mundo/noticia/2022/09/19/funeral-rainha-elizabeth-ii-biden-lideres.ghtml)
18:08:50	106958/106958	---M--	200	added ('OK')	image/jpeg	etag:%2240912bebbf5b87860d04f98e96706ecc43a36054%22	https://s2.glbimg.com/6Qc-U3tZz3Y7G5Si2CeGF35Gq4M=/0x0:4002x2668/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/D/j/JCl9FDTgGAEtwH0DuHhQ/000-32jm6qh.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/6Qc-U3tZz3Y7G5Si2CeGF35Gq4M=/0x0_4002x2668/984x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/D/j/JCl9FDTgGAEtwH0Du/000-32jm6qh.b5.delaye	(from https://g1.globo.com/mundo/noticia/2022/09/19/funeral-rainha-elizabeth-ii-biden-lideres.ghtml)
18:08:50	131599/131599	---M--	200	added ('OK')	image/jpeg	etag:%2208a6d3c2d231e92e704982a1d953805704d9207f%22	https://s2.glbimg.com/L0joYInlF4AyoGRbG3wGe_ilLyE=/0x0:3418x2279/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/e/P/ixrIrdRDKbC7BqJEBLNQ/000-32jn7nc.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/L0joYInlF4AyoGRbG3wGe_ilLyE=/0x0_3418x2279/984x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/e/P/ixrIrdRDKbC7BqJEB/000-32jn7nc.b4.delaye	(from https://g1.globo.com/mundo/noticia/2022/09/19/funeral-rainha-elizabeth-ii-biden-lideres.ghtml)
18:08:51	1275641/1275641	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Sep%202022%2021:08:50%20GMT	https://g1.globo.com/mundo/noticia/2022/09/19/reis-imperadores-e-chefes-de-estado-veja-quem-foi-ao-velorio-de-elizabeth-ii-e-quem-nao-era-bem-vindo.ghtml	C:/Meus%20Sites/wdadadad/g1.globo.com/mundo/noticia/2022/09/19/reis-imperadores-e-chefes-de-estado-veja-quem-foi-ao-velorio-de-elizabeth-ii-e-quem-nao-era-bem-vindo.html	(from https://g1.globo.com/mundo/noticia/2022/09/19/terremoto-de-magnitude-75-atinge-o-mexico.ghtml)
18:08:56	123789/123789	---M--	200	added ('OK')	image/jpeg	etag:%2239b7f5b9d4ae10f7bed9f53180b5758a66f237a5%22	https://s2.glbimg.com/w0TwJGUE_F9s-EimeVBqixx452I=/0x0:1325x776/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/3/t/1Na82aRNCFp460m2Y9fg/terremoto-mexico.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/w0TwJGUE_F9s-EimeVBqixx452I=/0x0_1325x776/984x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/3/t/1Na82aRNCFp460m2/terremoto-mexico.b9.del	(from https://g1.globo.com/mundo/noticia/2022/09/19/terremoto-de-magnitude-75-atinge-o-mexico.ghtml)
18:08:57	185602/185602	---M--	200	added ('OK')	image/jpeg	etag:%22e8f6034e8e7993af9c037798f57fba84058c31dc%22	https://s2.glbimg.com/D5aAX6Q4IMKt6YITRbES-8me3D4=/0x0:2905x1936/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/p/m/bmNP6qQG6en1RhcrEDIA/2022-09-19t182521z-2004904122-rc2ikw9ass9l-rtrmadp-3-mexico-quake.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/D5aAX6Q4IMKt6YITRbES-8me3D4=/0x0_2905x1936/984x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/p/m/bmNP6qQG6en1Rhc/2022-09-19t182521z-2004	(from https://g1.globo.com/mundo/noticia/2022/09/19/terremoto-de-magnitude-75-atinge-o-mexico.ghtml)
18:08:58	207108/207108	---M--	200	added ('OK')	image/jpeg	etag:%2231d525b793efa975f70c1042b3a7bf818fa8aabb%22	https://s2.glbimg.com/kxtaEGmK0ledqxbf7SeI5phGy2s=/0x0:4032x3024/1008x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/S/d/8zJ9fsR4eoOX0frjNxAw/2022-09-19t182835z-2111656501-rc2ikw9t7zv2-rtrmadp-3-mexico-quake.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/kxtaEGmK0ledqxbf7SeI5phGy2s=/0x0_4032x3024/1008x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/S/d/8zJ9fsR4eoOX0f/2022-09-19t182835z-2111	(from https://g1.globo.com/mundo/noticia/2022/09/19/terremoto-de-magnitude-75-atinge-o-mexico.ghtml)
18:09:05	304310/304310	---M--	200	added ('OK')	image/jpeg	etag:%226b6b7b76046ee543603048b6644a4f894e4fd672%22	https://s2.glbimg.com/tLTNuICNQFQONp-hghHorUtTSEE=/0x0:5500x4125/1008x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/w/Y/PAu6tyQ6inqWfwipin9Q/2022-09-19t184338z-179263877-rc2ikw9p31zn-rtrmadp-3-mexico-quake-1-.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/tLTNuICNQFQONp-hghHorUtTSEE=/0x0_5500x4125/1008x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/w/Y/PAu6tyQ6inqWfw/2022-09-19t184338z-1792	(from https://g1.globo.com/mundo/noticia/2022/09/19/terremoto-de-magnitude-75-atinge-o-mexico.ghtml)
18:09:08	321029/321029	---M--	200	added ('OK')	image/jpeg	etag:%22642ee1f6bd94f7a06a1ccdc7d783491197f96cae%22	https://s2.glbimg.com/OzPJMd66BBXcTRdumYuSM9X4zyY=/0x0:5500x4125/1008x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/E/J/77vRgrTY2qvrhtkMmU0A/2022-09-19t184338z-1105313001-rc2ikw95ef5q-rtrmadp-3-mexico-quake.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/OzPJMd66BBXcTRdumYuSM9X4zyY=/0x0_5500x4125/1008x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/E/J/77vRgrTY2qvrht/2022-09-19t184338z-1105	(from https://g1.globo.com/mundo/noticia/2022/09/19/terremoto-de-magnitude-75-atinge-o-mexico.ghtml)
18:09:11	434530/434530	---M--	200	added ('OK')	image/jpeg	etag:%22cc03a8c4d6ae3ea0caefa2efd2a7daf858729cee%22	https://s2.glbimg.com/1Dqtt471bBk-XK-Vv7Q3o2-VyWk=/0x0:1834x2545/1008x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/B/f/Eck4xbRaqYulfCiddXvw/2022-09-19t182709z-1717176780-rc2ikw9cffg9-rtrmadp-3-mexico-quake.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/1Dqtt471bBk-XK-Vv7Q3o2-VyWk=/0x0_1834x2545/1008x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/B/f/Eck4xbRaqYulfC/2022-09-19t182709z-1717	(from https://g1.globo.com/mundo/noticia/2022/09/19/terremoto-de-magnitude-75-atinge-o-mexico.ghtml)
18:09:14	258723/258723	---M--	200	added ('OK')	image/jpeg	etag:%22dc33dcd59b1f2ecd9d29453a95b65d08734b74d4%22	https://s2.glbimg.com/TrB430TuS_YFbk5n8lY2v_WzePs=/0x0:4032x3024/1008x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/l/g/yGrQJ6RBGNbECT6v4jGQ/2022-09-19t182536z-1958500521-rc2ikw9aphbv-rtrmadp-3-mexico-quake.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/TrB430TuS_YFbk5n8lY2v_WzePs=/0x0_4032x3024/1008x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/l/g/yGrQJ6RBGNbECT/2022-09-19t182536z-1958	(from https://g1.globo.com/mundo/noticia/2022/09/19/terremoto-de-magnitude-75-atinge-o-mexico.ghtml)
18:09:14	1257226/1257226	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Sep%202022%2021:08:50%20GMT	https://g1.globo.com/mundo/noticia/2022/09/19/agricultor-tenta-plantar-arvore-e-descobre-mosaico-bizantino-de-ate-1500-anos-em-gaza.ghtml	C:/Meus%20Sites/wdadadad/g1.globo.com/mundo/noticia/2022/09/19/agricultor-tenta-plantar-arvore-e-descobre-mosaico-bizantino-de-ate-1500-anos-em-gaza.html	(from https://g1.globo.com/mundo/noticia/2022/09/19/terremoto-de-magnitude-75-atinge-o-mexico.ghtml)
18:09:14	79085/79085	---M--	200	added ('OK')	image/jpeg	etag:%22eb211ed6102b5d9f9d7734fbf75354d4da624e47%22	https://s2.glbimg.com/440BmwXYyNL2MI3JR0Z_kznVpC0=/0x0:4742x3404/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/p/q/jtQPXTQE2P8O5wAtZOFA/2022-09-19t092733z-1636520414-rc29kw9lj16p-rtrmadp-3-britain-royals-queen.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/440BmwXYyNL2MI3JR0Z_kznVpC0=/0x0_4742x3404/984x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/p/q/jtQPXTQE2P8O5wA/2022-09-19t092733z-1636	(from https://g1.globo.com/mundo/noticia/2022/09/19/funeral-rainha-elizabeth-ii-biden-lideres.ghtml)
18:09:15	19099/19099	---M--	200	added ('OK')	image/jpeg	etag:f9e028bcbeaf7bac79f3c0176011e68039ad1e77	https://s01.video.glbimg.com/x240/10947852.jpg	C:/Meus%20Sites/wdadadad/s01.video.glbimg.com/x240/10947852_x240.jpg	(from https://g1.globo.com/mundo/noticia/2022/09/19/reis-imperadores-e-chefes-de-estado-veja-quem-foi-ao-velorio-de-elizabeth-ii-e-quem-nao-era-bem-vindo.ghtml)
18:09:17	67874/67874	---M--	200	added ('OK')	image/jpeg	etag:%2254c8627e27c554b7a803e7ea3e0a83c53ad61d28%22	https://s2.glbimg.com/R_Pb31NWxSYZxLdJLuqZN5v9nZU=/0x0:5500x3667/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/N/s/qBxxtuTfm5RwPyqBeJyA/2022-09-18t195217z-1632912813-rc2vjw98zvtp-rtrmadp-3-britain-royals-queen.jpg	C:/Meus%20Sites/wdadadad/s2.glbimg.com/R_Pb31NWxSYZxLdJLuqZN5v9nZU=/0x0_5500x3667/984x0/smart/filters_strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/N/s/qBxxtuTfm5RwPyq/2022-09-18t195217z-1632	(from https://g1.globo.com/mundo/noticia/2022/09/19/reis-imperadores-e-chefes-de-estado-veja-quem-foi-ao-velorio-de-elizabeth-ii-e-quem-nao-era-bem-vindo.ghtml)
18:09:17	1257226/1257226	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Sep%202022%2021:09:17%20GMT	https://g1.globo.com/mundo/noticia/2022/09/19/agricultor-tenta-plantar-arvore-e-descobre-mosaico-bizantino-de-ate-1500-anos-em-gaza.ghtml?utm_source=facebook&utm_medium=share-bar-desktop&utm_campaign=materias	C:/Meus%20Sites/wdadadad/g1.globo.com/mundo/noticia/2022/09/19/agricultor-tenta-plantar-arvore-e-descobre-mosaico-bizantino-de-ate-1500-anos-em-gaza93b4.html	(from https://g1.globo.com/mundo/noticia/2022/09/19/agricultor-tenta-plantar-arvore-e-descobre-mosaico-bizantino-de-ate-1500-anos-em-gaza.ghtml)
18:09:18	19313/19313	---M--	200	added ('OK')	image/jpeg	etag:f1be66b46e0906b55953d217361dca361f2cdc8e	https://s02.video.glbimg.com/x240/10946641.jpg	C:/Meus%20Sites/wdadadad/s02.video.glbimg.com/x240/10946641_x240.jpg	(from https://g1.globo.com/mundo/noticia/2022/09/19/agricultor-tenta-plantar-arvore-e-descobre-mosaico-bizantino-de-ate-1500-anos-em-gaza.ghtml)
18:09:20	1257226/1257226	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20Sep%202022%2021:09:17%20GMT	https://g1.globo.com/mundo/noticia/2022/09/19/agricultor-tenta-plantar-arvore-e-descobre-mosaico-bizantino-de-ate-1500-anos-em-gaza.ghtml?utm_source=linkedin&utm_medium=share-bar-desktop&utm_campaign=materias	C:/Meus%20Sites/wdadadad/g1.globo.com/mundo/noticia/2022/09/19/agricultor-tenta-plantar-arvore-e-descobre-mosaico-bizantino-de-ate-1500-anos-em-gaza8c3b.html	(from https://g1.globo.com/mundo/noticia/2022/09/19/agricultor-tenta-plantar-arvore-e-descobre-mosaico-bizantino-de-ate-1500-anos-em-gaza.ghtml)
